Date,currency,dayHigh,dayLow,exchange,fiftyDayAverage,lastPrice,lastVolume,marketCap,open,previousClose,quoteType,regularMarketPreviousClose,shares,tenDayAverageVolume,threeMonthAverageVolume,timezone,twoHundredDayAverage,yearChange,yearHigh,yearLow
1970-01-01,USD,212.710693359375,208.33999633789062,NMS,206.91160095214843,212.4499969482422,130006836,5145751376083.374,208.85499572753906,205.4238,EQUITY,205.19000244140625,24221000000,170752520,165296292,America/New_York,189.2599005126953,0.41813531674035403,236.5399932861328,142.02999877929688
