Date,Splits
2000-06-27 04:00:00,2.0
2001-09-10 04:00:00,2.0
2006-04-07 04:00:00,2.0
2007-09-11 04:00:00,1.5
2021-07-20 04:00:00,4.0
2024-06-10 04:00:00,10.0
